Company Name,Company Website,Company Logo,Company Size Revenue,Company Size Employees,Industry,Email Pattern,Leadership Page,Address,Address 2,City,Country,State,Zip Code,Phone,Fax,About Company,Facebook Link,Linkedin Link,Twitter Link,Google+ Link
Canadian Heritage Marketing Inc,www.productionsrivard.com,,$10 - 50M,0 - 25,Media and Entertainment : Motion Picture and Recording Producers,,,354 Marion St,,Winnipeg,Canada,MB,R2H 0V3,204.233.0694,,Canadian Heritage Marketing Inc is a Winnipeg; MB-based company in the Media & Entertainment sector.,,,,
SEG Engineering,www.segeng.com,,$1 - 10M,25 - 100,Other : Other,,,200 Tache Ave,,Winnipeg,Canada,MB,R2H 1A7,204.233.2113,,SEG Engineering Inc. is a Winnipeg; MB-based company in the Other sector.,,,,
Finch Computers,www.finchcomputers.com,,$1 - 10M,25 - 100,Other : Other,,,7-213 St Mary's Rd,,Winnipeg,Canada,MB,R2H 1J2,204.257.7279,,Finch Computers is a Winnipeg; MB-based company in the Other sector.,,,,
Chikak Communications,www.chikak.com,,$1 - 10M,25 - 100,Other : Other,,,316 St Mary's Rd,,Winnipeg,Canada,MB,R2H 1J8,204.237.1170,,Chikak Communications is a Winnipeg; MB-based company in the Other sector.,,,,
St Boniface General Hospital,www.sbgh.mb.ca,,$10 - 50M,100 - 250,Healthcare; Pharmaceuticals; and Biotech : Hospitals,,,409 Tache Ave,,Winnipeg,Canada,MB,R2H 2A6,204.235.3796,,St Boniface General Hospital is a Winnipeg; MB-based company in the Healthcare; Pharmaceuticals; & Biotech sector.,,,,
Accucare Canada Inc,www.accucarecanada.com,,$1 - 10M,25 - 100,Healthcare; Pharmaceuticals; and Biotech : Healthcare; Pharmaceuticals; and Biotech Other,,,400 Tache Ave,,Winnipeg,Canada,MB,R2H 3C3,204.897.2273,,Accucare Canada Inc is a Winnipeg; MB-based company in the Healthcare; Pharmaceuticals; & Biotech sector.,,,,
Westeel,www.westeel.com,,$1 - 10M,25 - 100,Manufacturing : Manufacturing Other,,,450 rue Desautels,,Winnipeg,Canada,MB,R2H 3E6,204.233.7133,,Westeel is a Winnipeg; MB-based company in the Manufacturing sector.,,,,
La Boutique du Livre,www.boutiquedulivre.com,,$1 - 10M,25 - 100,Other : Other,,,315 Kenny St,,Winnipeg,Canada,MB,R2H 3E7,204.237.3395,,La Boutique du Livre is a Winnipeg; MB-based company in the Other sector.,,,,
Pulse Fitness Systems,www.pulfit.com,,$1 - 10M,25 - 100,Other : Other,,,600 Mission St,,Winnipeg,Canada,MB,R2J 0A2,204.781.8883,,Pulse Fitness Systems Inc. is a Winnipeg; MB-based company in the Other sector.,,,,
Fitness Ventures,www.pulsefit.com,,$1 - 10M,25 - 100,Other : Other,,,600 Mission St,,Winnipeg,Canada,MB,R2J 0A2,204.235.0904108,,Fitness Ventures Ltd. is a Winnipeg; MB-based company in the Other sector.,,,,
Gardon Construction,www.gardonconstruction.com,,$1 - 10M,25 - 100,Real Estate and Construction : Construction and Remodeling,,,1011 Mission St,,Winnipeg,Canada,MB,R2J 0A4,204.667.9362,,Gardon Construction Ltd is a Winnipeg; MB-based company in the Real Estate & Construction sector.,,,,
Encore Business Solutions,www.encorebusiness.com,,$1 - 10M,0 - 25,Software and Internet : Software,,,467 Provencher Blvd,,Winnipeg,Canada,MB,R2J 0B8,204.989.4330,,Encore Business Solutions is a Winnipeg; MB-based company in the Software & Internet sector.,,,,
Modern Earth Web Design,www.modernearth.net,,$1 - 10M,25 - 100,Computers and Electronics : IT and Network Services and Support,,,449 Provencher Blvd,,Winnipeg,Canada,MB,R2J 0B8,204.885.2469,,Modern Earth Web Design is a Winnipeg; MB-based company in the Computers & Electronics sector.,,,,
The FaQtory,www.thefaqtory.ca,,$1 - 10M,25 - 100,Other : Other,,,555 Plinguet St,,Winnipeg,Canada,MB,R2J 0G2,204.237.7390,,The FaQtory is a Winnipeg; MB-based company in the Other sector.,,,,
Lowe Mechanical Services,www.lowecanada.com,,$1 - 10M,25 - 100,Other : Other,,,583 Plinguet St,,Winnipeg,Canada,MB,R2J 0G3,204.233.3292,,Lowe Mechanical Services Ltd. is a Winnipeg; MB-based company in the Other sector.,,,,
Bockstael Construction Limited,www.bockstael.com,,$1 - 10M,0 - 25,Real Estate and Construction : Construction and Remodeling,,,1505 Dugald Rd,,Winnipeg,Canada,MB,R2J 0H3,204.233.7135,,Bockstael Construction Limited is a Winnipeg; MB-based company in the Real Estate & Construction sector.,,,,
Dormer Finishing Systems,www.dormerfinishing.com,,$1 - 10M,0 - 25,Business Services : Business Services Other,,,12-1599 Dugald Rd,,Winnipeg,Canada,MB,R2J 0H3,204.661.4252,,Dormer Finishing Systems Ltd. is a Winnipeg; MB-based company in the Business Services sector.,,,,
Dsi Security Systems Inc,www.dsicanada.com,,$1 - 10M,0 - 25,Business Services : Security Services,,,1665 Dugald Rd,,Winnipeg,Canada,MB,R2J 0H3,204.985.1800,,Dsi Security Systems Inc is a Winnipeg; MB-based company in the Business Services sector.,,,,
I.C. Investigations Canada,www.investigationscanada.com,,$1 - 10M,25 - 100,Other : Other,,,15-1599 Dugald Rd,,Winnipeg,Canada,MB,R2J 0H3,204.942.9234,,I.C. Investigations Canada Inc. is a Winnipeg; MB-based company in the Other sector.,,,,
ATLIS Geomatics,www.webspinners.ca,,$1 - 10M,25 - 100,Other : Other,,,1333 Dugald Rd,,Winnipeg,Canada,MB,R2J 0H3,204.775.1211,,ATLIS Geomatics Inc. is a Winnipeg; MB-based company in the Other sector.,,,,
All-Fab Building Components,www.all-fab.com,,$10 - 50M,100 - 250,Real Estate and Construction : Construction Equipment and Supplies,,,1755 Dugald Rd,,Winnipeg,Canada,MB,R2J 0H3,204.661.8880,,All-Fab Building Components is a Winnipeg; MB-based company in the Real Estate & Construction sector.,,,,
Manitoba Pork Marketing,www.mpmc.mb.ca,,$1 - 10M,25 - 100,Manufacturing : Manufacturing Other,,,750 Marion St,,Winnipeg,Canada,MB,R2J 0K4,800.899.7675,,Manitoba Pork Marketing is a Winnipeg; MB-based company in the Manufacturing sector.,,,,
Janico Investments,www.janicofuels.com,,$1 - 10M,25 - 100,Other : Other,,,928 Marion St,,Winnipeg,Canada,MB,R2J 0K8,204.949.7280,,Janico Investments Ltd. is a Winnipeg; MB-based company in the Other sector.,,,,
Canadian Information Processing Society,www.cips.ca,,$10 - 50M,100 - 250,Business Services : Sales Services,,,230 Panet Rd,,Winnipeg,Canada,MB,R2J 0S3,204.235.4530,,Canadian Information Processing Society is a Winnipeg; MB-based company in the Business Services sector.,,,,
Falcon Machinery,www.falcongalv.com,,$1 - 10M,25 - 100,Manufacturing : Heavy Machinery,,,57 Dawson Rd N,,Winnipeg,Canada,MB,R2J 0S6,204.927.7000,,Falcon Machinery Ltd is a Winnipeg; MB-based company in the Manufacturing sector.,,,,
Nelson River Construction Inc,www.nelsonriver.com,,$1 - 10M,25 - 100,Real Estate and Construction : Construction Equipment and Supplies,,,101 Dawson Rd N,,Winnipeg,Canada,MB,R2J 0S6,204.949.8700,,Nelson River Construction Inc is a Winnipeg; MB-based company in the Real Estate & Construction sector.,,,,
Lafarge Construction Materials,www.lafargeconcretepipe.com,,$0 - 1M,100 - 250,Manufacturing : Chemicals and Petrochemicals,,,185 Dawson Rd N,,Winnipeg,Canada,MB,R2J 0S6,204.958.6333,,Lafarge Construction Materials is a Winnipeg; MB-based company in the Manufacturing sector.,,,,
Western Industrial Services,www.wisl.ca,,$1 - 10M,25 - 100,Other : Other,,,300 Dawson Rd N,,Winnipeg,Canada,MB,R2J 0S7,204.956.9475,,Western Industrial Services Ltd. is a Winnipeg; MB-based company in the Other sector.,,,,
Champ Industries,www.champstainless.com,,$10 - 50M,100 - 250,Manufacturing : Metals Manufacturing,,,360 Dawson Rd N,,Winnipeg,Canada,MB,R2J 0S7,204.233.0500,,Champ Industries is a Winnipeg; MB-based company in the Manufacturing sector.,,,,
bizNet Canada Business Club,www.biznetcanada.com,,$1 - 10M,25 - 100,Other : Other,,,310-985 Winakwa Rd,,Winnipeg,Canada,MB,R2J 1E9,204.282.3010,,bizNet Canada Business Club is a Winnipeg; MB-based company in the Other sector.,,,,
B.J.'s Music (Music Man),www.jamesgrant.ca,,$1 - 10M,25 - 100,Other : Other,,,79 Heather Rd,,Winnipeg,Canada,MB,R2J 1L2,204.257.9702,,B.J.'s Music (Music Man) is a Winnipeg; MB-based company in the Other sector.,,,,
STAR BUILDING MATERIALS,www.starbuilding.ca,,$1 - 10M,25 - 100,Retail : Hardware and Building Material Dealers,,,16 Speers Rd,,Winnipeg,Canada,MB,R2J 1L8,204.233.8687,,STAR BUILDING MATERIALS is a Winnipeg; MB-based company in the Retail sector.,,,,
Ladco Co Limited,www.ladcocompany.com,,$1 - 10M,25 - 100,Real Estate and Construction : Real Estate Investment and Development,,,40 Lakewood Blvd,,Winnipeg,Canada,MB,R2J 2M7,204.982.5900,,Ladco Co Limited is a Winnipeg; MB-based company in the Real Estate & Construction sector.,,,,
NBI,www.nbiinternet.ca,,$1 - 10M,25 - 100,Other : Other,,,125 Clearwater Rd,,Winnipeg,Canada,MB,R2J 2T4,204.688.7031,,NBI is a Winnipeg; MB-based company in the Other sector.,,,,
B+B Dynamo + Armature,www.bbdynamo.com,,$1 - 10M,25 - 100,Consumer Services : Consumer Services Other,,,572 Mctavish St,,Winnipeg,Canada,MB,R2J 2W5,204.237.6066,,B+B Dynamo + Armature Ltd is a Winnipeg; MB-based company in the Consumer Services sector.,,,,
Webstone Design,www.webstonedesign.com,,$1 - 10M,25 - 100,Business Services : Business Services Other,,,59 Bluewater Cres,,Winnipeg,Canada,MB,R2J 2X6,204.256.8165,,Webstone Design is a Winnipeg; MB-based company in the Business Services sector.,,,,
Even-Spray & Chemicals,www.evenspray.com,,$1 - 10M,25 - 100,Business Services : Business Services Other,,,851 Lagimodiere Blvd,,Winnipeg,Canada,MB,R2J 3K4,204.237.9095,,Even-Spray & Chemicals Ltd is a Winnipeg; MB-based company in the Business Services sector.,,,,
Retail Management Systems,www.retailmanagementsystems.com,,$1 - 10M,25 - 100,Business Services : Business Services Other,,,851 Lagimodiere Blvd,,Winnipeg,Canada,MB,R2J 3K4,204.663.6240,,Retail Management Systems is a Winnipeg; MB-based company in the Business Services sector.,,,,
Phil-Mar Trade Bindery,www.phil-mar.com,,$1 - 10M,25 - 100,Consumer Services : Consumer Services Other,,,298 Archibald St,,Winnipeg,Canada,MB,R2J 3M4,204.233.7119,,Phil-Mar Trade Bindery is a Winnipeg; MB-based company in the Consumer Services sector.,,,,
Thor Manufacturing,www.thormanufacturing.com,,$1 - 10M,25 - 100,Manufacturing : Manufacturing Other,,,77 Beghin Ave,,Winnipeg,Canada,MB,R2J 3S8,204.982.8350,,Thor Manufacturing Ltd is a Winnipeg; MB-based company in the Manufacturing sector.,,,,
Big Deal Custom Casings,www.bigdealcases.com,,$1 - 10M,25 - 100,Other : Other,,,100 Durand Rd,,Winnipeg,Canada,MB,R2J 3T2,204.663.4870,,Big Deal Custom Casings is a Winnipeg; MB-based company in the Other sector.,,,,
InnoTech Nutrition,www.innotechnutrition.com,,$1 - 10M,25 - 100,Business Services : Business Services Other,,,104 Durand Rd,,Winnipeg,Canada,MB,R2J 3T2,866.875.5022,,InnoTech Nutrition is a Winnipeg; MB-based company in the Business Services sector.,,,,
IDC Communications,www.idccomm.mb.ca,,$1 - 10M,25 - 100,Telecommunications : Telecommunications Equipment and Accessories,,,1385 Niakwa Rd E,,Winnipeg,Canada,MB,R2J 3T3,800.474.7771,,IDC Communications is a Winnipeg; MB-based company in the Telecommunications sector.,,,,
Canadian Snack Attack,www.canadiansnackattack.com,,$1 - 10M,0 - 25,Retail : Grocery and Specialty Food Stores,,,73 Paquin Rd,,Winnipeg,Canada,MB,R2J 3V9,204.231.1579,,Canadian Snack Attack is a Winnipeg; MB-based company in the Retail sector.,,,,
Vita Health Products,www.vitahealth.ca,,$1 - 10M,0 - 25,Healthcare; Pharmaceuticals; and Biotech : Healthcare; Pharmaceuticals; and Biotech Other,,,150 Beghin Ave,,Winnipeg,Canada,MB,R2J 3W2,204.661.8386,,Vita Health Products is a Winnipeg; MB-based company in the Healthcare; Pharmaceuticals; & Biotech sector.,,,,
Oakwood Roofing & Sheet Metal,www.oakwoodroofing.com,,$1 - 10M,25 - 100,Manufacturing : Manufacturing Other,,,410 Turenne St,,Winnipeg,Canada,MB,R2J 3W8,204.237.8361,,Oakwood Roofing & Sheet Metal is a Winnipeg; MB-based company in the Manufacturing sector.,,,,
Superior Asphalt Paving Company,www.superiorasphaltpaving.ca,,$1 - 10M,0 - 25,Transportation and Storage : Transportation and Storage Other,,,420 Turenne St,,Winnipeg,Canada,MB,R2J 3W8,204.254.3737,,Superior Asphalt Paving Company Ltd. is a Winnipeg; MB-based company in the Transportation & Storage sector.,,,,
Winnipeg Harley-Davidson,www.hdwinnipeg.ca,,$1 - 10M,25 - 100,Retail : Retail Other,,,717 Lagimodiere Blvd,,Winnipeg,Canada,MB,R2J 3X2,204.254.3974,,Winnipeg Harley-Davidson is a Winnipeg; MB-based company in the Retail sector.,,,,
Premier Printing,www.premierprinting.ca,,$1 - 10M,0 - 25,Business Services : Business Services Other,,,1 Beghin Ave,,Winnipeg,Canada,MB,R2J 3X5,204.663.9000,,Premier Printing Ltd. is a Winnipeg; MB-based company in the Business Services sector.,,,,
Makinak Publishing,www.makinak.ca,,$1 - 10M,25 - 100,Media and Entertainment : Newspapers; Books and Periodicals,,,PO Box 48101 RPO Lakewood,,Winnipeg,Canada,MB,R2J 4A3,204.791.6253,,Makinak Publishing is a Winnipeg; MB-based company in the Media & Entertainment sector.,,,,
Norscan Instruments,www.norscan.com,,$1 - 10M,25 - 100,Software and Internet : Software and Internet Other,,,7 Terracon Pl,,Winnipeg,Canada,MB,R2J 4B3,204.233.9138,,Norscan Instruments is a Winnipeg; MB-based company in the Software & Internet sector.,,,,
Polaris Leasing,www.polarisleasing.com,,$1 - 10M,25 - 100,Business Services : Sales Services,,,1 Terracon Pl,,Winnipeg,Canada,MB,R2J 4B3,204.233.4422,,Polaris Leasing Ltd is a Winnipeg; MB-based company in the Business Services sector.,,,,
Manitoba Pork Council,www.manitobapork.com,,$1 - 10M,0 - 25,Agriculture and Mining : Farming and Ranching,,,28 Terracon Pl,,Winnipeg,Canada,MB,R2J 4G7,204.237.7447,,Manitoba Pork Council is a Winnipeg; MB-based company in the Agriculture & Mining sector.,,,,
CanadaDrugs.com LP,www.vcsi.com,,$10 - 50M,0 - 25,Healthcare; Pharmaceuticals; and Biotech : Medical Supplies and Equipment,,,24 Terracon Pl,,Winnipeg,Canada,MB,R2J 4G7,204.949.1394,,CanadaDrugs.com LP is a Winnipeg; MB-based company in the Healthcare; Pharmaceuticals; & Biotech sector.,,,,
Canadian Phamacy Online,www.canadadrugs.com,,$50 - 100M,25 - 100,Healthcare; Pharmaceuticals; and Biotech : Pharmaceuticals,,,24 Terracon Pl,,Winnipeg,Canada,MB,R2J 4G7,800.226.3784,,Canadian Phamacy Online is a Winnipeg; MB-based company in the Healthcare; Pharmaceuticals; & Biotech sector.,,,,
Ali Arc Industries Lp,www.aliarc.com,,$10 - 50M,100 - 250,Manufacturing : Automobiles; Boats and Motor Vehicles,,,155 Elan Blvd,,Winnipeg,Canada,MB,R2J 4H1,204.253.6080,,Ali Arc Industries Lp is a Winnipeg; MB-based company in the Manufacturing sector.,,,,
Daher Manufacturing,www.daherproducts.com,,$1 - 10M,25 - 100,Other : Other,,,5-16 Mazenod Rd,,Winnipeg,Canada,MB,R2J 4H2,204.663.3299,,Daher Manufacturing Inc. is a Winnipeg; MB-based company in the Other sector.,,,,
Danzy Distributors,www.danzy.com,,$10 - 50M,100 - 250,Retail : Retail Other,,,16 Mazenod Rd,,Winnipeg,Canada,MB,R2J 4H2,877.326.9962,,Danzy Distributors Ltd. is a Winnipeg; MB-based company in the Retail sector.,,,,
Pyrene Fire Security Manitoba,www.pyrene.ca,,$10 - 50M,100 - 250,Retail : Retail Other,,,16 Mazenod Rd,,Winnipeg,Canada,MB,R2J 4H2,204.783.0470,,Pyrene Fire Security Manitoba is a Winnipeg; MB-based company in the Retail sector.,,,,
Genvion Corporation,www.genvion.ca,,$10 - 50M,100 - 250,Healthcare; Pharmaceuticals; and Biotech : Pharmaceuticals,,,500 Camiel Sys St,,Winnipeg,Canada,MB,R2J 4K2,204.663.2866,,Genvion Corporation is a Winnipeg; MB-based company in the Healthcare; Pharmaceuticals; & Biotech sector.,,,,
Razor Productions,www.razorltd.com,,$1 - 10M,25 - 100,Business Services : Business Services Other,,,340 Brunet Prom,,Winnipeg,Canada,MB,R2J 4K5,204.977.4631,,Razor Productions is a Winnipeg; MB-based company in the Business Services sector.,,,,
Builders Furniture,www.buildersfurniture.com,,$1 - 10M,0 - 25,Manufacturing : Furniture Manufacturing,,,695 Washington Ave,,Winnipeg,Canada,MB,R2K 1M4,204.668.0783,,Builders Furniture Ltd is a Winnipeg; MB-based company in the Manufacturing sector.,,,,
Ingenity Management,www.ingenity.ca,,$1 - 10M,25 - 100,Other : Other,,,635 Moncton Ave,,Winnipeg,Canada,MB,R2K 1Y2,204.667.0030,,Ingenity Management is a Winnipeg; MB-based company in the Other sector.,,,,
Partners in Planning - Gordon Nicholson,www.kinginsurance.com,,$1 - 10M,0 - 25,Financial Services : Personal Financial Planning and Private Banking,,,829 Henderson Hwy,,Winnipeg,Canada,MB,R2K 2L2,204.661.2629,,Partners in Planning - Gordon Nicholson is a Winnipeg; MB-based company in the Financial Services sector.,,,,
River East Transcona School Division,www.retsd.mb.ca,,$1 - 10M,25 - 100,Education : Elementary and Secondary Schools,,,589 Roch St,,Winnipeg,Canada,MB,R2K 2P7,204.667.7130,,River East Transcona School Division is a Winnipeg; MB-based company in the Education sector.,,,,
KLZ Innovations,www.klz.com,,$1 - 10M,25 - 100,Other : Other,,,680 Watt St,,Winnipeg,Canada,MB,R2K 2S7,204.334.9640,,KLZ Innovations Ltd. is a Winnipeg; MB-based company in the Other sector.,,,,
L.V. Control Manufacturing,www.lvcontrol.com,,$1 - 10M,0 - 25,Business Services : Business Services Other,,,660 Golspie St,,Winnipeg,Canada,MB,R2K 2V1,204.669.3600,,L.V. Control Manufacturing Ltd is a Winnipeg; MB-based company in the Business Services sector.,,,,
Gateway Kitchen & Bath Centre,www.gatewaycabinets.com,,$1 - 10M,25 - 100,Other : Other,,,893 Gateway Rd,,Winnipeg,Canada,MB,R2K 3L1,204.989.6140,,Gateway Kitchen & Bath Centre is a Winnipeg; MB-based company in the Other sector.,,,,
Veritus Disability & Career Management,www.veritus.ca,,$1 - 10M,25 - 100,Other : Other,,,14-875 Gateway Rd,,Winnipeg,Canada,MB,R2K 3L1,204.949.1030,,Veritus Disability & Career Management Inc. is a Winnipeg; MB-based company in the Other sector.,,,,
Frontiers North,www.frontiersnorth.com,,$1 - 10M,0 - 25,Travel; Recreation and Leisure : Travel; Recreation and Leisure Other,,,1111 Munroe Ave,,Winnipeg,Canada,MB,R2K 3Z5,204.949.2050,,Frontiers North Inc. is a Winnipeg; MB-based company in the Travel; Recreation and Leisure sector.,,,,
Internet Courier & Messenger Services,www.internetcourier.org,,$1 - 10M,25 - 100,Other : Other,,,201-1111 Munroe Ave,,Winnipeg,Canada,MB,R2K 3Z5,204.668.5552,,Internet Courier & Messenger Services is a Winnipeg; MB-based company in the Other sector.,,,,
Universe Travel,www.universetravel.ca,,$1 - 10M,25 - 100,Other : Other,,,211-1111 Munroe Ave,,Winnipeg,Canada,MB,R2K 3Z5,204.668.4390,,Universe Travel is a Winnipeg; MB-based company in the Other sector.,,,,
CRI Canada,www.cricanada.com,,$1 - 10M,0 - 25,Financial Services : Insurance and Risk Management,,,1100 Concordia Ave 209,,Winnipeg,Canada,MB,R2K 4B8,204.582.4242,,CRI Canada is a Winnipeg; MB-based company in the Financial Services sector.,,,,
River East Minor Hockey Association,www.remha.ca,,$1 - 10M,0 - 25,Non-profit : Non-profit Other,,,PO Box 35057 RPO Henderson,,Winnipeg,Canada,MB,R2K 4J9,204.661.6927,,River East Minor Hockey Association is a Winnipeg; MB-based company in the Non-profit sector.,,,,
Nakonechny & Power Chartered Accountants,www.nakandpow.com,,$1 - 10M,0 - 25,Financial Services : Personal Financial Planning and Private Banking,,,Main St S 31 Carmen Ave Box 880,,Winnipeg,Canada,MB,R2L 0E4,204.745.2061,,Nakonechny & Power Chartered Accountants Ltd is a Winnipeg; MB-based company in the Financial Services sector.,,,,
Two Small Men With Big Hearts,www.twosmallmen.com,,$10 - 50M,100 - 250,Transportation and Storage : Warehousing and Storage,,,100 Cole Ave,,Winnipeg,Canada,MB,R2L 0K7,204.654.3278,,Two Small Men With Big Hearts is a Winnipeg; MB-based company in the Transportation & Storage sector.,,,,
Allmar International,www.allmar.com,,$10 - 50M,25 - 100,Wholesale and Distribution : Wholesale and Distribution Other,,,287 Riverton Ave,,Winnipeg,Canada,MB,R2L 0N2,800.230.5516,,Allmar International is a Winnipeg; MB-based company in the Wholesale & Distribution sector.,,,,
YFC Winnipeg,www.yfcwinnipeg.ca,,$0 - 1M,100 - 250,Non-profit : Religious Organizations,,,325 Talbot Ave,,Winnipeg,Canada,MB,R2L 0P9,204.669.4205,,YFC Winnipeg is a Winnipeg; MB-based company in the Non-profit sector.,,,,
ProTech Specialty Chemicals,www.prochemicals.ca,,$1 - 10M,25 - 100,Other : Other,,,33 Stapleton St,,Winnipeg,Canada,MB,R2L 1Z9,204.988.3484,,ProTech Specialty Chemicals is a Winnipeg; MB-based company in the Other sector.,,,,
Canadian Railway Modeller,www.cdnrwymod.com,,$1 - 10M,25 - 100,Media and Entertainment : Media and Entertainment Other,,,355 Henderson Hwy Box 99 STN F,,Winnipeg,Canada,MB,R2L 2A5,204.668.0168,,Canadian Railway Modeller is a Winnipeg; MB-based company in the Media & Entertainment sector.,,,,
Canadian Conference Of Mennonite Brethren Churches,www.mbconf.ca,,$0 - 1M,100 - 250,Non-profit : Religious Organizations,,,169 Riverton Ave,,Winnipeg,Canada,MB,R2L 2E5,204.669.6575,,Canadian Conference Of Mennonite Brethren Churches is a Winnipeg; MB-based company in the Non-profit sector.,,,,
Smart Technology Enterprises,www.smart-technology.ca,,$1 - 10M,25 - 100,Other : Other,,,176 Kingston Row,,Winnipeg,Canada,MB,R2M 0T2,204.999.5055,,Smart Technology Enterprises is a Winnipeg; MB-based company in the Other sector.,,,,
Stitch Away,www.stitchaway.ca,,$1 - 10M,25 - 100,Other : Other,,,14 Hull Ave,,Winnipeg,Canada,MB,R2M 0Y8,204.254.1474,,Stitch Away is a Winnipeg; MB-based company in the Other sector.,,,,
JJ Structures,www.jjstructures.com,,$1 - 10M,25 - 100,Other : Other,,,112 Moore Ave,,Winnipeg,Canada,MB,R2M 2C4,204.254.6723,,JJ Structures Ltd. is a Winnipeg; MB-based company in the Other sector.,,,,
mc2 Advertising,www.mc2-advertising.com,,$1 - 10M,25 - 100,Business Services : Advertising; Marketing and PR,,,107 Egerton Rd,,Winnipeg,Canada,MB,R2M 2V9,204.237.0246,,mc2 Advertising is a Winnipeg; MB-based company in the Business Services sector.,,,,
Meadowood Manor Foundation,www.meadowood.ca,,$1 - 10M,25 - 100,Healthcare; Pharmaceuticals; and Biotech : Residential and Long-Term Care Facilities,,,577 St Anne's Rd,,Winnipeg,Canada,MB,R2M 3G5,204.257.2394,,Meadowood Manor Foundation Inc. is a Winnipeg; MB-based company in the Healthcare; Pharmaceuticals; & Biotech sector.,,,,
Dovely Expressions,www.dovelyexpressions.com,,$1 - 10M,25 - 100,Other : Other,,,315 Meadowood Dr,,Winnipeg,Canada,MB,R2M 4N9,204.256.8161,,Dovely Expressions is a Winnipeg; MB-based company in the Other sector.,,,,
Jayde Online Network,www.exactseek.com,,$1 - 10M,25 - 100,Software and Internet : Data Analytics; Management and Storage,,,845 Dakota St 35,,Winnipeg,Canada,MB,R2M 5M3,408.429.8487,,Jayde Online Network is a Winnipeg; MB-based company in the Software & Internet sector.,,,,
Horse Country,www.horsecountry.ca,,$10 - 50M,25 - 100,Agriculture and Mining : Farming and Ranching,,,845 Dakota St 35,,Winnipeg,Canada,MB,R2M 5M3,204.256.7467,,Horse Country is a Winnipeg; MB-based company in the Agriculture & Mining sector.,,,,
S.W. Business Solutions Canada,www.split29.net,,$1 - 10M,25 - 100,Other : Other,,,44 Settlers Rd,,Winnipeg,Canada,MB,R2M 5P4,204.255.5984,,S.W. Business Solutions Canada Inc. is a Winnipeg; MB-based company in the Other sector.,,,,
CENTURY 21 Carrie.com,www.century21carrie.com,,$1 - 10M,25 - 100,Real Estate and Construction : Real Estate Agents and Appraisers,,,1046 St Mary's Rd,,Winnipeg,Canada,MB,R2M 5S6,877.562.7219,,CENTURY 21 Carrie.com is a Winnipeg; MB-based company in the Real Estate & Construction sector.,,,,
ImagesByPW,www.imagesbypw.com,,$1 - 10M,25 - 100,Other : Other,,,111 Abbotsfield Dr,,Winnipeg,Canada,MB,R2N 3Y4,204.255.5430,,ImagesByPW is a Winnipeg; MB-based company in the Other sector.,,,,
SciMar,www.scimar.ca,,$1 - 10M,0 - 25,Healthcare; Pharmaceuticals; and Biotech : Medical Devices,,,1960 2104 St Mary's Rd,,Winnipeg,Canada,MB,R2N 3Z4,204.470.4872,,SciMar is a Winnipeg; MB-based company in the Healthcare; Pharmaceuticals; & Biotech sector.,,,,
Southern Tropic of Plants,www.southerntropic.com,,$1 - 10M,25 - 100,Other : Other,,,177 Forbes Rd,,Winnipeg,Canada,MB,R2N 4A8,204.257.0658,,Southern Tropic of Plants Ltd. is a Winnipeg; MB-based company in the Other sector.,,,,
Fog Security System,www.fogsecurity.com,,$1 - 10M,25 - 100,Consumer Services : Consumer Services Other,,,720 Forbes Rd,,Winnipeg,Canada,MB,R2N 4B2,204.253.0388,,Fog Security System; Inc. is a Winnipeg; MB-based company in the Consumer Services sector.,,,,
SME Consulting,www.smeconsulting.ca,,$1 - 10M,25 - 100,Other : Other,,,91 Fulton St,,Winnipeg,Canada,MB,R2N 4C1,204.955.5221,,SME Consulting is a Winnipeg; MB-based company in the Other sector.,,,,
InGen Cybermedia,www.ingen.mb.ca,,$1 - 10M,25 - 100,Other : Other,,,264 Abbotsfield Dr,,Winnipeg,Canada,MB,R2N 4H2,204.253.6347,,InGen Cybermedia is a Winnipeg; MB-based company in the Other sector.,,,,
Entegra Credit Union,www.entegra.ca,,$10 - 50M,25 - 100,Financial Services : Credit Unions,,,1335 Jefferson Ave,,Winnipeg,Canada,MB,R2P 1S7,204.949.7744,,Entegra Credit Union is a Winnipeg; MB-based company in the Financial Services sector.,,,,
Canad corp,www.canadcorp.com,,$1 - 10M,0 - 25,Consumer Services : Consumer Services Other,,,930 Jefferson Ave,,Winnipeg,Canada,MB,R2P 1W1,204.697.1495,,Canad corp is a Winnipeg; MB-based company in the Consumer Services sector.,,,,
Talan Lumber Products,www.ilos.net,,$1 - 10M,25 - 100,Other : Other,,,474 Pipeline Rd,,Winnipeg,Canada,MB,R2P 2T4,204.697.8105,,Talan Lumber Products Ltd. is a Winnipeg; MB-based company in the Other sector.,,,,
Frontier Refrigeration & Air,www.frontier-refrigeration.ca,,$1 - 10M,25 - 100,Manufacturing : Manufacturing Other,,,41 St Paul Blvd,,West St Paul,Canada,MB,R2P 2W5,204.694.2238,,Frontier Refrigeration & Air is a West St Paul; MB-based company in the Manufacturing sector.,,,,
Ice Kube Systems,www.icekubesystems.com,,$10 - 50M,100 - 250,Manufacturing : Manufacturing Other,,,41 St Paul Blvd,,West St Paul,Canada,MB,R2P 2W5,204.475.5886,,Ice Kube Systems is a West St Paul; MB-based company in the Manufacturing sector.,,,,
