Company Name,Company Website,Company Logo,Company Size Revenue,Company Size Employees,Industry,Email Pattern,Leadership Page,Address,Address 2,City,Country,State,Zip Code,Phone,Fax,About Company,Facebook Link,Linkedin Link,Twitter Link,Google+ Link
The Boot Barn,www.bootbarn.com,,$50-100 Million,250-1000,Retail : Retail Other,,,15776 Laguna Canyon Rd,,Irvine,United States,CA,92618-3111,949.453.4400,,The Boot Barn is one of the leading providers in Retail.  It is based in Irvine; CA.  To find more information about The Boot Barn; please visit www.bootbarn.com.,,,,
Bordine Nursery; Ltd.,www.bordines.com,,$1-10 Million,0-25,Business Services : Business Services Other,,,1835 S Rochester Rd,,Rochester Hls,United States,MI,48307-3533,248.651.9000,,Bordine Nursery; Ltd. is one of the leading providers in Business Services.  It is based in Rochester Hls; MI.  To find more information about Bordine Nursery; Ltd.; please visit www.bordines.com.,,,,
Boriken Neighborhood Health Ctr.,www.boriken.org,,$1-10 Million,250-1000,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,2253 3rd Ave,,New York,United States,NY,10035-2206,212.289.6650,,The Boriken - School Health Program has provided primary care services in East Harlem schools since 1983 The Program operates clinics which offer medical and mental health services in three elementary schools (Public Schools 7; 112 and 155). ,,,,
Bose McKinney & Evans LLP,www.boselaw.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,111 Monument Cir Ste 2700,,Indianapolis,United States,IN,46204-5120,317.684.5000,,Bose McKinney & Evans LLP is one of the leading providers in Business Services.  It is based in Indianapolis; IN.  To find more information about Bose McKinney & Evans LLP; please visit www.boselaw.com.,,,,
Boston Public Schools,www.boston.k12.ma.us,,$100-250 Million,25-100,Education : Education Other,,,26 Court St,,Boston,United States,MA,02108-2505,617.635.9000,,In 1987; the Boston Public Schools (BPS) and the Mayor's Office signed an agreement to fund a network of community-based; alternative education programs to provide options for students who were at risk of dropping out of high school. ,,,,
Boston Capital Corporation,www.bostoncapital.com,,$0-1 Million,0-25,Consumer Services : Consumer Services,,,171 Guy Park Ave,,Amsterdam,United States,NY,12010-3215,518.842.1222,,Boston Capital Corporation is one of the leading providers in Consumer Services.  It is based in Amsterdam; NY.  To find more information about Boston Capital Corporation; please visit www.bostoncapital.com,,,,
Boston Financial Data Services; Inc.,www.bostonfinancial.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,53 Darby Rd,,Paoli,United States,PA,19301-1415,610.889.1640,,Boston Financial Data Services; Inc. is one of the leading providers in Financial Services.  It is based in Paoli; PA.  To find more information about Boston Financial Data Services; Inc.; please visit www.bostonfinancial.com,,,,
Boston Financial Data Services; Inc.,www.bostonfinancial.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,35 Audrey Ave,,Oyster Bay,United States,NY,11771-1503,516.922.6500,,Boston Financial Data Services; Inc. is one of the leading providers in Financial Services.  It is based in Oyster Bay; NY.  To find more information about Boston Financial Data Services; Inc.; please visit www.bostonfinancial.com,,,,
Boston Herald; Inc.,www.bostonherald.com,,$100-250 Million,250-1000,Media & Entertainment : Media & Entertainment Other,,,280 Summer St,,Boston,United States,MA,02210-1131,617.426.3000,,The Boston Herald is the flagship publication of Herald Media; Inc.; a Boston based; locally-owned company comprised of the major metropolitan newspaper; Herald Interactive; including Bostonherald.com; Carfind.com; Homefind.com and Jobfind.         ,,,,
Boston Interiors,www.bostoninteriors.com,,$50-100 Million,100-250,Retail : Retail Other,,,31 Boylston St,,Brookline,United States,MA,02445-7602,781.847.4600,,At Boston Interiors we carry a wide selection of quality furniture; from clean and modern; to classic and casual. All value priced.                 ,,,,
Boston Mutual Life Insurance,www.bostonmutual.com,,$10-50 Million,0-25,Financial Services : Financial Services Other,,,3101 W Pioneer Pkwy,,Pantego,United States,TX,76013-5915,817.459.0970,,Boston Mutual Life Insurance is one of the leading providers in Financial Services.  It is based in Pantego; TX.  To find more information about Boston Mutual Life Insurance; please visit www.bostonmutual.com,,,,
Boston Private Financial Holdings; Inc.,www.bostonprivatebank.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,4600 Warwick Ln,,Frisco,United States,TX,75034-6937,469.223.5944,,Boston Private Financial Holdings; Inc. is one of the leading providers in Financial Services.  It is based in Frisco; TX.  To find more information about Boston Private Financial Holdings; Inc.; please visit www.bostonprivatebank.com,,,,
BostonTech Partners; Inc.,www.bostontechpartners.com,,$1-10 Million,0-25,Computers & Electronics : Computers & Electronics Other,,,960 Turnpike St Ste 1,,Canton,United States,MA,02021-2818,781.899.7808,,BostonTech Partners; Inc. is one of the leading providers in Computers & Electronics.  It is based in Canton; MA.  To find more information about BostonTech Partners; Inc.; please visit www.bostontechpartners.com.,,,,
Bostrom Corporation,www.bostrom.com,,$1-10 Million,0-25,Computers & Electronics : Computers & Electronics Other,,,230 E Ohio St Ste 400,,Chicago,United States,IL,60611-3645,312.644.0828,,Bostrom Corporation is one of the leading providers in Computers & Electronics.  It is based in Chicago; IL.  To find more information about Bostrom Corporation; please visit www.bostrom.com.,,,,
Bostwick Laboratories Inc,www.bostwicklaboratories.com,,$10-50 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,4355 Innslake Dr,,Glen Allen,United States,VA,23060-6742,804.967.9225,,Bostwick Laboratories; Inc. a specialized anatomic pathology laboratory focused on the diagnosis of cancer. The Company delivers diagnostic reports providing physicians with the ability to make treatment decisions with their patients.        ,,,,
BI Nutraceuticals,www.botanicals.com,,$10-50 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,2550 E El Presidio St,,Long Beach,United States,CA,90810-1113,310.669.2100,,BI Nutraceuticals is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Long Beach; CA.  To find more information about BI Nutraceuticals; please visit www.botanicals.com,,,,
BI Nutraceuticals,www.botanicals.com,,$10-50 Million,100-250,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,2550 E El Presidio St,,Long Beach,United States,CA,90810-1113,310.669.2100,,BI Nutraceuticals is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Long Beach; CA.  To find more information about BI Nutraceuticals; please visit www.botanicals.com.,,,,
Botanical Laboratories,www.botlab.com,,$1-10 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,1441 W Smith Rd,,Ferndale,United States,WA,98248-8933,360.384.5656,,Botanical Laboratories is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Ferndale; WA.  To find more information about Botanical Laboratories; please visit www.botlab.com,,,,
Bottomline Technologies Inc.,www.bottomline.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,53 Silver Birch Rd,,Blackwood,United States,NJ,08012-1929,856.232.7033,,Bottomline Technologies Inc. is one of the leading providers in Financial Services.  It is based in Blackwood; NJ.  To find more information about Bottomline Technologies Inc.; please visit www.bottomline.com,,,,
Bournewood Hospital,www.bournewood.com,,$1-10 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,300 South St,,Chestnut Hill,United States,MA,02467-3658,617.469.0300,,Bournewood Hospital is a full-service; independent psychiatric hospital licensed for 90 beds; which has been in continuous operation as a psychiatric hospital on twelve acres in South Brookline since 1895         ,,,,
Bowie Memorial Hospital,www.bowiememorial.com,,$50-100 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,705 E Greenwood Ave,,Bowie,United States,TX,76230-3135,940.872.1126,,Bowie Memorial Hospital is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Bowie; TX.  To find more information about Bowie Memorial Hospital; please visit www.bowiememorial.com,,,,
Boyd Bros. Transportation Inc.,www.boydbros.com,,$50-100 Million,25-100,Business Services : Business Services Other,,,3275 Highway 30,,Clayton,United States,AL,36016-3003,334.775.1400,,Boyd Bros. Transportation Inc. is a truckload carrier that operates exclusively in the flatbed segment of the industry and hauls primarily steel products and building materials. The Company also operates Boyd Logistics; Inc.      ,,,,
Boyd Bros. Transportation Inc.,www.boydbros.com,,$50-100 Million,250-1000,Business Services : Business Services Other,,,3275 Highway 30,,Clayton,United States,AL,36016-3003,334.775.1400,,Boyd Bros. Transportation Inc. is a truckload carrier that operates exclusively in the flatbed segment of the industry and hauls primarily steel products and building materials. The Company also operates Boyd Logistics; Inc.      ,,,,
Boykin Management Company,www.boykin.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,45 W Prospect Ave Ste 1515,,Cleveland,United States,OH,44115-1039,,,Boykin Management Company is one of the leading providers in Business Services.  It is based in Cleveland; OH.  To find more information about Boykin Management Company; please visit www.boykin.com.,,,,
Boyle Transportation,www.boyletransport.com,,$1-10 Million,25-100,Transportation & Storage : Transportation & Storage Other,,,15 Riverhurst Rd,,Billerica,United States,MA,01821-3425,978.670.3400,,Boyle Transportation is one of the leading providers in Transportation & Storage.  It is based in Billerica; MA.  To find more information about Boyle Transportation; please visit www.boyletransport.com.,,,,
Boys Arnold & Co.,www.boysarnold.com,,$1-10 Million,0-25,Business Services : Business Services Other,,,1272 Hendersonville Rd,,Asheville,United States,NC,28803-1905,828.274.1542,,Boys Arnold & Co. is one of the leading providers in Business Services.  It is based in Asheville; NC.  To find more information about Boys Arnold & Co.; please visit www.boysarnold.com.,,,,
Bozzuto's  Incorporated,www.bozzutos.com,,> $1 Billion,250-1000,Manufacturing : Manufacturing Other,,,275 Schoolhouse Rd,,Cheshire,United States,CT,06410-1241,203.272.3511,,Bozzuto's Inc. is a leading total service wholesale distributor of food and household products to retailers in New England; New York and New Jersey. Established in 1945; the company is headed by its Founder and Chairman of the Board; Adam J.                          ,,,,
Bossier Parish Community College,www.bpcc.edu,,$0-1 Million,0-25,Education : Education Other,,,6220 E Texas St,,Bossier City,United States,LA,71111-6922,318.678.6000,,Bossier Parish Community College is one of the leading providers in Education.  It is based in Bossier City; LA.  To find more information about Bossier Parish Community College; please visit www.bpcc.edu,,,,
Bluephoenix Solutions,www.bphx.com,,$100-250 Million,250-1000,Computers & Electronics : Computers & Electronics Other,,,8000 Regency Pkwy Ste 300,,Cary,United States,NC,27518-8514,919.380.5100,,Bluephoenix Solutions is one of the leading providers in Computers & Electronics.  It is based in Cary; NC.  To find more information about Bluephoenix Solutions; please visit www.bphx.com.,,,,
Building Plastics; Inc.,www.bpiteam.com,,$10-50 Million,100-250,Wholesale & Distribution : Wholesale & Distribution Other,,,3263 Sharpe Ave,,Memphis,United States,TN,38111-3729,901.744.6200,,Building Plastics; Inc. is one of the leading providers in Wholesale & Distribution.  It is based in Memphis; TN.  To find more information about Building Plastics; Inc.; please visit www.bpiteam.com.,,,,
Boston Public Library,www.bpl.org,,$10-50 Million,25-100,Education : Education Other,,,700 Boylston St,,Boston,United States,MA,02116-2813,617.536.5400,,Boston Public Library is one of the leading providers in Education.  It is based in Boston; MA.  To find more information about Boston Public Library; please visit www.bpl.org,,,,
Baton Rouge Area Chamber,www.brac.org,,$0-1 Million,100-250,Government : Government Other,,,564 Laurel St,,Baton Rouge,United States,LA,70801-1812,225.381.7125,,Baton Rouge Area Chamber is one of the leading providers in Government.  It is based in Baton Rouge; LA.  To find more information about Baton Rouge Area Chamber; please visit www.brac.org.,,,,
Braddock Financial Corp. - Channel Capital Group,www.braddockfinancial.com,,$0-1 Million,0-25,Business Services : Business Services Other,,,2516 Chestnut Woods Ct,,Reisterstown,United States,MD,21136-5523,410.666.7274,,Braddock Financial Corp. - Channel Capital Group is one of the leading providers in Business Services.  It is based in Reisterstown; MD.  To find more information about Braddock Financial Corp. - Channel Capital Group; please visit www.braddockfinancial.com,,,,
Herald - Bradenton; The,www.bradenton.com,,$10-50 Million,100-250,Media & Entertainment : Media & Entertainment Other,,,102 Manatee Ave W,,Bradenton,United States,FL,34205-8810,941.748.0411,,Herald - Bradenton; The is one of the leading providers in Media & Entertainment.  It is based in Bradenton; FL.  To find more information about Herald - Bradenton; The; please visit www.bradenton.com.,,,,
Brady Ware,www.bradyware.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,1 S Main St Ste 600,,Dayton,United States,OH,45402-2072,937.223.5247,,Brady Ware is one of the leading providers in Business Services.  It is based in Dayton; OH.  To find more information about Brady Ware; please visit www.bradyware.com.,,,,
Brainfuse Online Tutoring,www.brainfuse.com,,$1-10 Million,0-25,Education : Education Other,,,271 Madison Ave,,New York,United States,NY,10016-1001,212.481.4870,,Brainfuse Online Tutoring is one of the leading providers in Education.  It is based in New York; NY.  To find more information about Brainfuse Online Tutoring; please visit www.brainfuse.com,,,,
Brandmuscle,www.brandmuscle.com,,$1-10 Million,0-25,Business Services : Business Services Other,,,3750 Park East Dr,,Beachwood,United States,OH,44122-4308,216.464.4342,,BRANDMUSCLE PROVIDES VARIOUS LIMITED WARRANTIES TO LICENSEE IN THE AGREEMENT. BRANDMUSCLE DISCLAIMS ALL OTHER WARRANTIES; EXPRESS OR IMPLIED; INCLUDING BUT NOT LIMITED TO WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.       ,,,,
Brandon Ford,www.brandonford.com,,$10-50 Million,25-100,Retail : Retail Other,,,9090 E Adamo Dr,,Tampa,United States,FL,33619-3530,888.405.1052,,Brandon Ford is one of the leading providers in Retail.  It is based in Tampa; FL.  To find more information about Brandon Ford; please visit www.brandonford.com.,,,,
Brandon Hall School,www.brandonhall.org,,$1-10 Million,0-25,Education : Education Other,,,1701 Brandon Hall Dr,,Atlanta,United States,GA,30350-3706,770.394.8177,,Brandon Hall School is one of the leading providers in Education.  It is based in Atlanta; GA.  To find more information about Brandon Hall School; please visit www.brandonhall.org,,,,
Brandon Hall School,www.brandonhall.org,,$1-10 Million,25-100,Education : Education Other,,,1701 Brandon Hall Dr,,Atlanta,United States,GA,30350-3706,770.394.8177,,Brandon Hall School is one of the leading providers in Education.  It is based in Atlanta; GA.  To find more information about Brandon Hall School; please visit www.brandonhall.org.,,,,
7-Up RC Bottling Group,www.brandspeoplelove.com,,$0-1 Million,0-25,Retail : Retail Other,,,2840 S Zuni St,,Englewood,United States,CO,80110-1227,303.762.6262,,7-Up RC Bottling Group is one of the leading providers in Retail.  It is based in Englewood; CO.  To find more information about 7-Up RC Bottling Group; please visit www.brandspeoplelove.com.,,,,
Brandwise,www.brandwise.com,,$1-10 Million,25-100,Software & Internet : Software & Internet Other,,,1819 Denver West Dr Ste 450,,Golden,United States,CO,80401-3198,303.788.9970,,Brandwise is one of the leading providers in Software & Internet.  It is based in Golden; CO.  To find more information about Brandwise; please visit www.brandwise.com.,,,,
Brantley Janson Yost & Ellison,www.brantleyjanson.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,1617 S 325th St,,Federal Way,United States,WA,98003-6009,253.838.3484,,Brantley Janson Yost & Ellison is one of the leading providers in Business Services.  It is based in Federal Way; WA.  To find more information about Brantley Janson Yost & Ellison; please visit www.brantleyjanson.com.,,,,
Braver Stern,www.braverstern.com,,$1-10 Million,0-25,Financial Services : Financial Services Other,,,16872 E Avenue of the Fountains Ste 204,,Fountain Hills,United States,AZ,85268-8314,800.290.7226,,Braver Stern is one of the leading providers in Financial Services.  It is based in Fountain Hills; AZ.  To find more information about Braver Stern; please visit www.braverstern.com,,,,
Break Media,www.break.com,,$1-10 Million,100-250,Software & Internet : Software & Internet Other,,,8750 Wilshire Blvd Ste 300e,,Beverly Hills,United States,CA,90211-2700,310.360.4141,,Break Media is one of the leading providers in Software & Internet.  It is based in Beverly Hills; CA.  To find more information about Break Media; please visit www.break.com.,,,,
The Brearley School,www.brearley.org,,$1-10 Million,100-250,Education : Education Other,,,610 E 83rd St,,New York,United States,NY,10028-7902,212.744.8500,,The Brearley School is one of the leading providers in Education.  It is based in New York; NY.  To find more information about The Brearley School; please visit www.brearley.org,,,,
Breckinridge Memorial Hospital,www.breckhealth.org,,$0-1 Million,100-250,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,1011 Old Highway 60,,Hardinsburg,United States,KY,40143-2519,270.756.7000,,Breckinridge Memorial Hospital is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Hardinsburg; KY.  To find more information about Breckinridge Memorial Hospital; please visit www.breckhealth.org,,,,
City of Baton Rouge,www.brgov.com,,$0-1 Million,1K-10K,Government : Government Other,,,PO BOX 1471,,Baton Rouge,United States,LA,70821-1471,225.389.3000,,City of Baton Rouge is one of the leading providers in Government.  It is based in Baton Rouge; LA.  To find more information about City of Baton Rouge; please visit www.brgov.com.,,,,
Bridge Strategy Group LLC,www.bridgestrategy.com,,$10-50 Million,25-100,Business Services : Business Services Other,,,1 N Franklin St Ste 2100,,Chicago,United States,IL,60606-3494,312.357.6740,,BRIDGE STRATEGY GROUP is an experience-led general management consultancy committed to helping our clients rapidly improve their business performance. We think strategically; act pragmatically; and deliver results.            ,,,,
Briefing.com; Inc.,www.briefing.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,6694 Avenue 304,,Visalia,United States,CA,93291-9480,559.732.3516,,Briefing.com; Inc. is one of the leading providers in Financial Services.  It is based in Visalia; CA.  To find more information about Briefing.com; Inc.; please visit www.briefing.com,,,,
Brierley & Partners,www.brierley.com,,$10-50 Million,0-25,Business Services : Business Services Other,,,5800 Tennyson Pkwy Ste 300,,Plano,United States,TX,75024-3821,214.760.8700,,Founded in 1985 by Hal Brierley; Brierley+Partners has a history of creating proven; prominent customer loyalty programs.                      ,,,,
Briggs Auto Group; Inc,www.briggsauto.com,,$1-10 Million,250-1000,Business Services : Business Services Other,,,612 Pillsbury Dr,,Manhattan,United States,KS,66502-9550,785.776.7799,,We have a strong and committed sales staff with many years of experience satisfying our customers' needs.                      ,,,,
BrightDoor Systems Inc.,www.brightdoor.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,6501 Weston Pkwy Ste 320,,Cary,United States,NC,27513-2320,919.678.9940,,BrightDoor Systems Inc. is one of the leading providers in Business Services.  It is based in Cary; NC.  To find more information about BrightDoor Systems Inc.; please visit www.brightdoor.com.,,,,
Bright Horizons Family Solutions; Inc.,www.brighthorizons.com,,$1-10 Million,100-250,Education : Education Other,,,200 Talcott Ave,,Watertown,United States,MA,02472-5705,617.673.8000,,Bright Horizons Family Solutions; Inc. (Bright Horizons) is a provider of workplace services for employers and families.                      ,,,,
Bright Now! Dental,www.brightnow.com,,$250-500 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,8105 Irvine Center Dr Ste 1500,,Irvine,United States,CA,92618-4935,714.668.1300,,Bright Now! Dental is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Irvine; CA.  To find more information about Bright Now! Dental; please visit www.brightnow.com,,,,
BrightRoll Inc.,www.brightroll.com,,$1-10 Million,0-25,Software & Internet : Software & Internet Other,,,450 Sansome St Ste 200,,San Francisco,United States,CA,94111-3310,415.677.9222,,BrightRoll Inc. is one of the leading providers in Software & Internet.  It is based in San Francisco; CA.  To find more information about BrightRoll Inc.; please visit www.brightroll.com.,,,,
Brinks Hofer Gilson & Lione,www.brinkshofer.com,,$250-500 Million,250-1000,Business Services : Business Services Other,,,455 N Cityfront Plaza Dr,,Chicago,United States,IL,60611-5503,312.321.4200,,Brinks Hofer Gilson & Lione is one of the leading providers in Business Services.  It is based in Chicago; IL.  To find more information about Brinks Hofer Gilson & Lione; please visit www.brinkshofer.com.,,,,
Broad & Cassel,www.broadandcassel.com,,$10-50 Million,250-1000,Business Services : Business Services Other,,,7777 Glades Rd Ste 300,,Boca Raton,United States,FL,33434-4150,561.483.7000,,Broad & Cassel is one of the leading providers in Business Services.  It is based in Boca Raton; FL.  To find more information about Broad & Cassel; please visit www.broadandcassel.com.,,,,
Broadjam,www.broadjam.com,,$1-10 Million,25-100,Media & Entertainment : Media & Entertainment Other,,,313 W Beltline Hwy Ste 115,,Madison,United States,WI,53713-2680,608.271.3633,,Broadjam is one of the leading providers in Media & Entertainment.  It is based in Madison; WI.  To find more information about Broadjam; please visit www.broadjam.com.,,,,
BroadRiver Communication Corporation,www.broadriver.com,,$10-50 Million,25-100,Telecommunications : Telecommunications Other,,,1000 Hemphill Ave NW,,Atlanta,United States,GA,30318-5441,404.961.1000,,BroadRiver Communication Corporation is one of the leading providers in Telecommunications.  It is based in Atlanta; GA.  To find more information about BroadRiver Communication Corporation; please visit www.broadriver.com.,,,,
BroadSoft,www.broadsoft.com,,$50-100 Million,250-1000,Telecommunications : Telecommunications Other,,,9737 Washingtonian Blvd Ste 350,,Gaithersburg,United States,MD,20878-7387,301.977.9440,,BroadSoft; Inc. is global provider of software that enables fixed-line; mobile and cable service providers to deliver voice and multimedia services over their Internet protocol-based (IP-based); networks.            ,,,,
Broadstreet,www.broadstreet.com,,$1-10 Million,0-25,Business Services : Business Services Other,,,20 W 22nd St Fl 12,,New York,United States,NY,10010-5843,212.780.5700,,Since it was founded in 1981 on Broad Street in lower Manhattan; Broadstreet has continuously delivered exceptional experiences for its clients.                  ,,,,
Broadview Networks Holdings; Inc.,www.broadviewnet.com,,$250-500 Million,1K-10K,Telecommunications : Telecommunications Other,,,800 Westchester Ave,,Port Chester,United States,NY,10573-1354,914.922.7000,,Broadview Networks Holdings; Inc. (Broadview) is a communications provider; offering voice and data communications and managed network solutions to small and medium sized business customers.              ,,,,
Broadvox LLC,www.broadvox.net,,$1-10 Million,25-100,Telecommunications : Telecommunications Other,,,1950 N Stemmons Fwy Ste 3031,,Dallas,United States,TX,75207-3182,214.646.8000,,Broadvox LLC is one of the leading providers in Telecommunications.  It is based in Dallas; TX.  To find more information about Broadvox LLC; please visit www.broadvox.net.,,,,
Brodeur Partners,www.brodeur.com,,$10-50 Million,25-100,Business Services : Business Services Other,,,855 Boylston St,,Boston,United States,MA,02116-2622,617.587.2800,,Headquartered in Boston and owned by Omnicom Group; Inc. (NYSE: OMC); Brodeur Partners (http://www.brodeur.com) is a strategic communications group specializing in public relations; branding and communications.             ,,,,
Broker Bin,www.brokerbin.com,,$10-50 Million,25-100,Computers & Electronics : Computers & Electronics Other,,,32 7th Ave NE,,Rochester,United States,MN,55906-4632,507.535.7563,,Broker Bin is one of the leading providers in Computers & Electronics.  It is based in Rochester; MN.  To find more information about Broker Bin; please visit www.brokerbin.com.,,,,
Brooks Brothers Inc,www.brooksbrothers.com,,$250-500 Million,250-1000,Retail : Retail Other,,,346 Madison Ave New York,,New York,United States,NY,10017-3703,212.682.8800,,Brooks Brothers Inc is one of the leading providers in Retail.  It is based in New York; NY.  To find more information about Brooks Brothers Inc; please visit www.brooksbrothers.com.,,,,
Brooks Rehabilitation Hospital,www.brookshealth.org,,$50-100 Million,25-100,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,3599 University Blvd S,,Jacksonville,United States,FL,32216-4252,904.858.7600,,Brooks Rehabilitation Hospital is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Jacksonville; FL.  To find more information about Brooks Rehabilitation Hospital; please visit www.brookshealth.org,,,,
Brook Venture Partners,www.brookventure.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,3517 Poplar Pl,,Lincoln,United States,NE,68506-4650,402.483.7426,,Brook Venture Partners is one of the leading providers in Financial Services.  It is based in Lincoln; NE.  To find more information about Brook Venture Partners; please visit www.brookventure.com,,,,
Brother International Corp.,www.brother.com,,> $1 Billion,1K-10K,Computers & Electronics : Computers & Electronics Other,,,100 Somerset Corporate Blvd,,Bridgewater,United States,NJ,08807-2842,908.704.1700,,Brother in Bridgewater is the corporate headquarters for Brother in the Americas; (from Canada to South America) and has fully integrated sales; manufacturing; marketing; research and development capabilities; located here in the US.      ,,,,
Brotherhood Mutual Insurance Company,www.brotherhoodmutual.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,60 Union St S,,Concord,United States,NC,28025-5010,704.785.8493,,Brotherhood Mutual Insurance Company is one of the leading providers in Financial Services.  It is based in Concord; NC.  To find more information about Brotherhood Mutual Insurance Company; please visit www.brotherhoodmutual.com,,,,
Brouse McDowell,www.brouse.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,388 S Main St Ste 500,,Akron,United States,OH,44311-4419,330.535.5711,,Brouse McDowell is one of the leading providers in Business Services.  It is based in Akron; OH.  To find more information about Brouse McDowell; please visit www.brouse.com.,,,,
Broward Health,www.browardhealth.org,,> $1 Billion,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,303 SE 17th St,,Fort Lauderdale,United States,FL,33316-2523,954.355.4400,,Broward Health is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Fort Lauderdale; FL.  To find more information about Broward Health; please visit www.browardhealth.org,,,,
Brown Investment Advisory,www.brownadvisory.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,24 Harmony Ln,,Buffalo,United States,NY,14225-2400,716.883.1601,,Brown Investment Advisory is one of the leading providers in Financial Services.  It is based in Buffalo; NY.  To find more information about Brown Investment Advisory; please visit www.brownadvisory.com,,,,
Browning,www.browning.com,,$10-50 Million,25-100,Business Services : Business Services Other,,,1 Browning Pl,,Morgan,United States,UT,84050-9326,801.876.2711,,Browning Camping is committed to serving our customers' needs. Continuous improvement is a key focus of our business.                     ,,,,
BROWNING'S PHARMACY,www.brownings.net,,$10-50 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,141 E Hibiscus Blvd,,Melbourne,United States,FL,32901-3102,321.725.6320,,BROWNING'S PHARMACY is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Melbourne; FL.  To find more information about BROWNING'S PHARMACY; please visit www.brownings.net,,,,
Brown Medical Industries,www.brownmed.com,,$10-50 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,1300 Lundberg Dr W,,Spirit Lake,United States,IA,51360-7246,712.336.4395,,Since 1965; Brown Medical Industries has manufactured quality; innovative orthopaedic products; including ingenious SEAL-TIGHT cast and bandage moisture protectors and the historically strong-selling Plastalume finger; arm and leg splints.          ,,,,
Browz LLC,www.browz.com,,$1-10 Million,25-100,Software & Internet : Software & Internet Other,,,13997 Minuteman Dr,,Draper,United States,UT,84020-7963,877.392.7699,,Browz LLC is one of the leading providers in Software & Internet.  It is based in Draper; UT.  To find more information about Browz LLC; please visit www.browz.com.,,,,
Bruce Clay; Inc.,www.bruceclay.com,,$1-10 Million,0-25,Business Services : Business Services Other,,,207 W Los Angeles Ave,,Moorpark,United States,CA,93021-1824,805.517.1900,,Bruce Clay; Inc. is one of the leading providers in Business Services.  It is based in Moorpark; CA.  To find more information about Bruce Clay; Inc.; please visit www.bruceclay.com,,,,
Bruce Clay; Inc.,www.bruceclay.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,207 W Los Angeles Ave,,Moorpark,United States,CA,93021-1824,805.517.1900,,Bruce Clay; Inc. is one of the leading providers in Business Services.  It is based in Moorpark; CA.  To find more information about Bruce Clay; Inc.; please visit www.bruceclay.com.,,,,
Bruce Clay; Inc.,www.bruceclay.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,207 W Los Angeles Ave,,Moorpark,United States,CA,93021-1824,805.517.1900,,Bruce Clay; Inc. is one of the leading providers in Business Services.  It is based in Moorpark; CA.  To find more information about Bruce Clay; Inc.; please visit www.bruceclay.com.,,,,
